EnrollmentID ,EnrollDate ,QuizScore ,EmployeeID ,CourseID
         130 ,2023-04-30 ,       67 ,       288 ,      38
         131 ,2024-07-30 ,       35 ,       157 ,      48
         132 ,2022-04-20 ,       41 ,       255 ,       7
         133 ,2021-08-08 ,        3 ,        34 ,      54
         134 ,2023-10-26 ,       72 ,       602 ,      13
         135 ,2022-08-15 ,       48 ,       832 ,       8
         136 ,2022-11-12 ,       79 ,       573 ,      97
         137 ,2021-05-28 ,       10 ,       309 ,      76
         138 ,2021-03-18 ,       59 ,       851 ,      31
         139 ,2021-03-09 ,       32 ,        31 ,      96
         140 ,2022-12-26 ,       84 ,       569 ,      19
         141 ,2021-03-21 ,       68 ,       528 ,      81
         142 ,2023-08-01 ,       62 ,       280 ,      38
         143 ,2020-11-01 ,       15 ,       947 ,      75
         144 ,2022-11-13 ,        7 ,       803 ,      11
         145 ,2021-03-25 ,        7 ,       706 ,      58
         146 ,2022-06-28 ,       71 ,       576 ,      49
         147 ,2021-06-02 ,       87 ,       914 ,      18
         148 ,2020-09-21 ,       46 ,       714 ,     100
         149 ,2020-06-03 ,       57 ,        62 ,      79
         150 ,2021-01-02 ,       75 ,       108 ,      80
         151 ,2020-04-16 ,       51 ,        79 ,      98
         152 ,2022-02-09 ,        0 ,       601 ,      40
         153 ,2020-04-14 ,       47 ,       305 ,      94
         154 ,2021-07-25 ,        0 ,       559 ,      80
         155 ,2021-08-23 ,       25 ,       732 ,      40
         156 ,2022-11-12 ,        8 ,       436 ,      69
         157 ,2020-04-17 ,       58 ,       803 ,      37
         158 ,2023-03-12 ,       81 ,       105 ,      13
         159 ,2023-01-17 ,       66 ,        32 ,       7
         160 ,2021-09-18 ,        0 ,       120 ,      16
         161 ,2020-12-12 ,       16 ,       853 ,      52
         162 ,2020-12-30 ,       62 ,       756 ,      77
         163 ,2023-01-20 ,       21 ,       738 ,       9
         164 ,2023-02-07 ,       71 ,        66 ,      70
         165 ,2022-05-10 ,       49 ,       538 ,       9
         166 ,2022-05-26 ,       37 ,       500 ,      77
         167 ,2022-11-30 ,       43 ,       672 ,      82
         168 ,2023-11-11 ,        0 ,       974 ,      71
         169 ,2023-10-14 ,        0 ,       770 ,      75
         170 ,2021-01-17 ,        0 ,       658 ,      25
         171 ,2024-02-02 ,       91 ,       765 ,       8
         172 ,2023-04-30 ,        8 ,       332 ,       8
         173 ,2023-01-31 ,       19 ,       973 ,      77
         174 ,2023-03-25 ,       92 ,       798 ,      15
         175 ,2022-05-21 ,       87 ,       949 ,      27
         176 ,2020-03-23 ,       21 ,        61 ,      20
         177 ,2023-01-23 ,       91 ,        51 ,      41
         178 ,2022-05-16 ,        0 ,       259 ,      17
         179 ,2022-08-25 ,       42 ,       672 ,      68
         180 ,2023-01-17 ,       36 ,       641 ,      39
         181 ,2021-01-25 ,        0 ,       879 ,      61
         182 ,2022-10-10 ,       79 ,         8 ,      26
         183 ,2023-04-01 ,       58 ,       149 ,      21
         184 ,2021-10-14 ,       18 ,       637 ,      24
         185 ,2021-12-24 ,        0 ,       787 ,      84
         186 ,2020-11-29 ,       97 ,        36 ,      14
         187 ,2020-08-05 ,       97 ,       917 ,       4
         188 ,2020-08-03 ,        5 ,       276 ,      50
         189 ,2021-05-17 ,       82 ,       342 ,      62
         190 ,2021-04-05 ,       42 ,       317 ,      54
         191 ,2021-02-17 ,        0 ,       789 ,      27
         192 ,2022-02-06 ,       29 ,       736 ,      60
         193 ,2022-11-13 ,       84 ,        97 ,      55
         194 ,2022-09-19 ,        1 ,       768 ,      28
         195 ,2020-12-12 ,        0 ,       947 ,       5
         196 ,2022-09-07 ,        0 ,       145 ,      10
         197 ,2020-05-04 ,       13 ,       519 ,      15
         198 ,2020-06-01 ,        0 ,       588 ,      10
         199 ,2022-11-02 ,       46 ,       923 ,      34
         200 ,2020-02-28 ,       88 ,       447 ,      98
         201 ,2024-08-28 ,       74 ,       931 ,       2
         202 ,2023-03-28 ,       36 ,       603 ,      99
         203 ,2022-06-25 ,       50 ,       101 ,      15
         204 ,2022-04-15 ,       87 ,       468 ,      78
         205 ,2021-06-01 ,        0 ,       641 ,      50
         206 ,2022-12-18 ,       48 ,       570 ,      68
         207 ,2024-05-07 ,       28 ,        36 ,      60
         208 ,2022-08-18 ,       45 ,       180 ,      26
         209 ,2021-04-23 ,        0 ,       129 ,       2
         210 ,2021-06-17 ,       74 ,       701 ,      39
         211 ,2020-12-11 ,        0 ,       482 ,      62
         212 ,2023-05-25 ,       59 ,       100 ,       2
         213 ,2023-08-13 ,       31 ,       390 ,      41
         214 ,2022-11-25 ,       94 ,       472 ,      17
         215 ,2021-02-21 ,        0 ,       661 ,      78
         216 ,2022-07-17 ,       46 ,       571 ,       6
         217 ,2021-05-02 ,       91 ,       227 ,      69
         218 ,2024-05-01 ,       34 ,       133 ,      89
         219 ,2020-03-01 ,        0 ,       828 ,      35
         220 ,2023-11-16 ,       22 ,       565 ,      98
         221 ,2022-01-11 ,       58 ,       913 ,      12
         222 ,2023-05-06 ,       34 ,       199 ,      72
         223 ,2024-01-01 ,        0 ,       190 ,      55
         224 ,2023-07-30 ,       70 ,       586 ,      89
         225 ,2020-01-06 ,       81 ,       532 ,      81
         226 ,2024-09-23 ,       67 ,       116 ,      71
         227 ,2023-08-17 ,       50 ,       983 ,      25
         228 ,2022-09-26 ,       98 ,       378 ,      52
         229 ,2022-12-09 ,       74 ,       454 ,     100
         230 ,2023-11-01 ,       87 ,       633 ,      99
         231 ,2023-02-09 ,       10 ,       378 ,      81
         232 ,2023-10-19 ,       94 ,       383 ,      83
         233 ,2021-01-01 ,       50 ,       529 ,      14
         234 ,2022-11-08 ,       84 ,       747 ,       2
         235 ,2022-08-27 ,       22 ,       205 ,      48
         236 ,2020-06-21 ,        0 ,       609 ,      50
         237 ,2023-04-13 ,       96 ,       504 ,      21
         238 ,2020-01-25 ,       69 ,       304 ,      42
         239 ,2020-08-13 ,        0 ,       260 ,      51
         240 ,2024-01-25 ,       16 ,       860 ,      13
         241 ,2020-08-21 ,        0 ,       258 ,      66
         242 ,2021-03-28 ,        2 ,        77 ,     100
         243 ,2021-09-05 ,        0 ,       539 ,      74
         244 ,2024-03-15 ,       65 ,       387 ,      56
         245 ,2024-09-17 ,       30 ,       973 ,      76
         246 ,2021-10-15 ,        0 ,       203 ,      55
         247 ,2023-12-06 ,       81 ,       812 ,      62
         248 ,2024-04-01 ,       19 ,       318 ,      85
         249 ,2020-04-27 ,       19 ,       460 ,      78
         250 ,2024-04-19 ,        0 ,       214 ,      34
         251 ,2020-05-21 ,        0 ,       699 ,      66
         252 ,2023-07-27 ,       45 ,       449 ,      11
         253 ,2022-05-17 ,       28 ,       482 ,      72
         254 ,2023-07-02 ,       21 ,       582 ,      74
         255 ,2024-08-03 ,       68 ,       528 ,      26
         256 ,2022-01-12 ,       97 ,       677 ,      97
         257 ,2024-03-26 ,       19 ,       842 ,      78
         258 ,2020-06-14 ,        0 ,       162 ,       6
         259 ,2020-09-26 ,       68 ,       403 ,      48
         260 ,2022-09-05 ,       93 ,       252 ,      96
         261 ,2022-05-30 ,       16 ,       400 ,      39
         262 ,2022-11-16 ,        9 ,       346 ,      25
         263 ,2024-05-30 ,       57 ,       359 ,      29
         264 ,2020-01-30 ,       42 ,       315 ,      84
         265 ,2020-11-13 ,       60 ,        90 ,      10
         266 ,2022-08-25 ,       78 ,       678 ,      46
         267 ,2022-04-11 ,       89 ,       880 ,       9
         268 ,2022-05-07 ,        0 ,       979 ,      85
         269 ,2020-06-04 ,       74 ,       699 ,      84
         270 ,2021-12-06 ,        0 ,         3 ,      20
         271 ,2022-07-26 ,       79 ,       380 ,      34
         272 ,2023-09-07 ,       52 ,       555 ,      74
         273 ,2020-02-08 ,       27 ,       703 ,      29
         274 ,2022-05-17 ,        1 ,       466 ,      17
         275 ,2024-03-31 ,        0 ,       925 ,      84
         276 ,2020-03-26 ,        0 ,       595 ,      59
         277 ,2024-05-01 ,       37 ,       855 ,       6
         278 ,2023-05-03 ,       70 ,         6 ,      33
         279 ,2021-12-10 ,       53 ,       236 ,      38
         280 ,2023-07-14 ,       39 ,       941 ,      43
         281 ,2023-11-14 ,       11 ,       796 ,      22
         282 ,2020-05-29 ,       87 ,       590 ,      92
         283 ,2020-07-28 ,        0 ,       111 ,      73
         284 ,2020-05-20 ,       94 ,       375 ,      73
         285 ,2020-04-18 ,       64 ,       179 ,      31
         286 ,2023-10-18 ,       91 ,       369 ,      43
         287 ,2021-11-12 ,        0 ,       681 ,      61
         288 ,2022-10-03 ,        7 ,        86 ,      59
         289 ,2023-12-22 ,       61 ,       413 ,      70
         290 ,2020-04-29 ,        0 ,       202 ,      76
         291 ,2021-09-02 ,        0 ,       901 ,      12
         292 ,2020-10-27 ,       95 ,       706 ,      32
         293 ,2021-04-02 ,        0 ,       919 ,      16
         294 ,2021-07-06 ,       81 ,       972 ,      24
         295 ,2024-02-08 ,        0 ,       941 ,       1
         296 ,2024-09-28 ,        3 ,       224 ,       6
         297 ,2021-07-10 ,       51 ,        11 ,      18
         298 ,2023-01-26 ,       54 ,       899 ,      77
         299 ,2021-03-28 ,       58 ,       765 ,      53
         300 ,2024-03-17 ,       90 ,        84 ,      99
         301 ,2020-10-04 ,        4 ,       664 ,      88
         302 ,2024-06-05 ,       34 ,       327 ,      47
         303 ,2022-12-23 ,       95 ,       700 ,      50
         304 ,2024-01-31 ,       63 ,       859 ,      36
         305 ,2021-01-26 ,       32 ,        87 ,      68
         306 ,2020-09-29 ,        0 ,         5 ,      24
         307 ,2022-11-27 ,        0 ,       280 ,       8
         308 ,2022-08-29 ,       31 ,       701 ,       2
         309 ,2023-04-09 ,        0 ,       135 ,      66
         310 ,2020-01-25 ,        0 ,        71 ,       9
         311 ,2021-10-29 ,       96 ,       381 ,      24
         312 ,2021-10-31 ,       74 ,       522 ,      50
         313 ,2023-02-13 ,       75 ,       794 ,      50
         314 ,2023-03-16 ,       82 ,       557 ,       6
         315 ,2024-08-08 ,       78 ,        74 ,      86
         316 ,2020-09-01 ,       24 ,       580 ,     100
         317 ,2023-05-08 ,       99 ,       820 ,      55
         318 ,2023-07-10 ,       67 ,       827 ,      31
         319 ,2020-05-05 ,       60 ,       587 ,      56
         320 ,2021-12-15 ,        0 ,       730 ,      99
         321 ,2023-01-02 ,       51 ,       890 ,      39
         322 ,2023-03-26 ,       54 ,       485 ,       9
         323 ,2022-12-08 ,        0 ,       226 ,      32
         324 ,2024-07-20 ,       20 ,       812 ,      31
         325 ,2020-08-08 ,       81 ,       316 ,      36
         326 ,2021-09-10 ,       12 ,       513 ,      82
         327 ,2024-04-04 ,       86 ,       530 ,      65
         328 ,2022-06-23 ,       68 ,       226 ,       1
         329 ,2021-02-01 ,       62 ,       495 ,      53
         330 ,2021-12-08 ,       93 ,       912 ,      74
         331 ,2021-01-08 ,       66 ,       428 ,      48
         332 ,2022-07-13 ,       71 ,       958 ,      78
         333 ,2021-08-07 ,       29 ,       223 ,      40
         334 ,2021-05-24 ,       49 ,       102 ,      39
         335 ,2023-09-25 ,       33 ,       516 ,      67
         336 ,2023-02-20 ,       26 ,       458 ,     100
         337 ,2020-05-23 ,       86 ,       123 ,      20
         338 ,2023-10-25 ,       19 ,       881 ,      88
         339 ,2022-03-14 ,       78 ,        76 ,      74
         340 ,2022-09-22 ,        0 ,        50 ,      44
         341 ,2024-06-28 ,       89 ,       616 ,      83
         342 ,2022-06-09 ,       28 ,       315 ,      19
         343 ,2023-06-02 ,       19 ,       665 ,      57
         344 ,2022-04-30 ,       14 ,       146 ,      66
         345 ,2023-04-11 ,       94 ,       595 ,       2
         346 ,2021-01-26 ,       92 ,       497 ,      60
         347 ,2024-08-17 ,        0 ,       674 ,      29
         348 ,2023-03-18 ,       35 ,       321 ,      89
         349 ,2023-10-01 ,       23 ,        21 ,      65
         350 ,2022-10-17 ,       89 ,        74 ,      26
         351 ,2024-05-13 ,       82 ,       342 ,      33
         352 ,2020-04-17 ,       33 ,        17 ,       9
         353 ,2021-07-25 ,       39 ,       531 ,      85
         354 ,2023-10-09 ,        1 ,       898 ,      52
         355 ,2024-09-23 ,        7 ,       672 ,      32
         356 ,2023-04-16 ,       67 ,       584 ,      11
         357 ,2024-09-01 ,       88 ,       188 ,      79
         358 ,2021-06-19 ,       76 ,       505 ,      44
         359 ,2021-07-20 ,       96 ,       404 ,      13
         360 ,2020-02-28 ,       55 ,       908 ,       5
         361 ,2023-01-10 ,        0 ,       938 ,       6
         362 ,2020-04-02 ,       71 ,        44 ,      40
         363 ,2022-09-03 ,       14 ,        17 ,      45
         364 ,2020-02-11 ,       15 ,       683 ,      93
         365 ,2024-10-03 ,        0 ,       154 ,      99
         366 ,2022-02-10 ,        2 ,       308 ,      65
         367 ,2020-05-22 ,       70 ,        70 ,      15
         368 ,2023-01-11 ,       61 ,       987 ,      81
         369 ,2020-12-09 ,       27 ,       699 ,      92
         370 ,2020-10-20 ,        0 ,        63 ,      89
         371 ,2024-02-18 ,       67 ,        18 ,      85
         372 ,2021-09-05 ,        0 ,        64 ,      84
         373 ,2024-02-19 ,       52 ,       359 ,       8
         374 ,2023-02-11 ,        0 ,       390 ,      17
         375 ,2020-09-05 ,        0 ,       327 ,      33
         376 ,2023-12-28 ,       71 ,       856 ,      71
         377 ,2020-11-21 ,       20 ,       421 ,      62
         378 ,2023-11-14 ,        0 ,       122 ,      98
         379 ,2024-04-28 ,       74 ,       334 ,      21
         380 ,2021-03-17 ,       35 ,       465 ,      37
         381 ,2020-01-05 ,       42 ,        46 ,      62
         382 ,2020-06-10 ,       12 ,       698 ,      79
         383 ,2020-07-16 ,        0 ,       358 ,      29
         384 ,2021-03-16 ,        3 ,       610 ,      64
         385 ,2023-10-18 ,       80 ,       176 ,       1
         386 ,2020-04-01 ,       67 ,       284 ,       5
         387 ,2024-07-17 ,        0 ,       477 ,      21
         388 ,2023-10-13 ,       66 ,       577 ,      62
         389 ,2020-11-16 ,       19 ,       824 ,      52
         390 ,2024-06-10 ,        0 ,       265 ,      50
         391 ,2022-03-23 ,       71 ,       768 ,      47
         392 ,2021-08-28 ,       32 ,       455 ,      74
         393 ,2020-04-13 ,        0 ,       158 ,      74
         394 ,2020-01-10 ,       19 ,       403 ,      24
         395 ,2020-07-16 ,       99 ,       175 ,      22
         396 ,2024-04-17 ,       37 ,       576 ,      86
         397 ,2023-08-12 ,       32 ,       465 ,      80
         398 ,2020-06-29 ,       64 ,       992 ,      33
         399 ,2022-01-12 ,       96 ,       470 ,      60
         400 ,2021-01-19 ,       30 ,       151 ,      21
         401 ,2021-11-22 ,       61 ,       164 ,      88
         402 ,2020-12-22 ,       76 ,       849 ,      57
         403 ,2022-04-21 ,       78 ,       157 ,      68
         404 ,2021-11-18 ,       96 ,       864 ,       2
         405 ,2022-11-11 ,        0 ,       651 ,      56
         406 ,2021-07-16 ,       51 ,       743 ,     100
         407 ,2020-05-10 ,       40 ,       732 ,      90
         408 ,2024-09-06 ,       82 ,       858 ,      72
         409 ,2020-01-24 ,       88 ,        42 ,      13
         410 ,2023-05-26 ,       82 ,       388 ,       4
         411 ,2020-09-09 ,       45 ,       235 ,      95
         412 ,2020-11-09 ,       89 ,       480 ,      67
         413 ,2021-06-18 ,        2 ,       898 ,      24
         414 ,2024-03-30 ,       75 ,       767 ,      34
         415 ,2021-07-14 ,        0 ,       225 ,      39
         416 ,2023-07-11 ,       88 ,       980 ,      81
         417 ,2024-08-22 ,       37 ,       893 ,      32
         418 ,2023-11-07 ,        0 ,       864 ,      50
         419 ,2023-07-13 ,       46 ,       101 ,      92
         420 ,2022-07-24 ,       17 ,       329 ,      32
         421 ,2022-07-25 ,       89 ,       275 ,      89
         422 ,2022-06-12 ,        0 ,       264 ,      73
         423 ,2022-06-02 ,       24 ,       821 ,      10
         424 ,2021-09-30 ,       83 ,       794 ,     100
         425 ,2022-10-15 ,       75 ,       479 ,      74
         426 ,2023-04-15 ,       67 ,         5 ,      83
         427 ,2022-05-23 ,       82 ,       516 ,      64
         428 ,2021-02-18 ,        0 ,       712 ,      91
         429 ,2021-01-27 ,        3 ,       174 ,       4
         430 ,2023-03-20 ,       82 ,       518 ,      30
         431 ,2023-12-04 ,       54 ,       507 ,      93
         432 ,2022-12-11 ,       28 ,        94 ,       3
         433 ,2024-01-03 ,       89 ,       566 ,      22
         434 ,2022-02-10 ,       30 ,       731 ,      71
         435 ,2021-04-23 ,        0 ,       309 ,      16
         436 ,2023-03-31 ,       22 ,       529 ,      75
         437 ,2022-10-04 ,        0 ,       405 ,      64
         438 ,2022-04-14 ,        0 ,       583 ,      90
         439 ,2022-11-30 ,        7 ,       779 ,      71
         440 ,2022-07-03 ,       86 ,       809 ,      77
         441 ,2023-01-06 ,       88 ,       788 ,      45
         442 ,2022-11-11 ,       78 ,        85 ,       4
         443 ,2021-08-22 ,       54 ,       405 ,      22
         444 ,2020-09-28 ,        0 ,       851 ,      45
         445 ,2021-06-15 ,       64 ,       950 ,       5
         446 ,2023-10-16 ,       10 ,       447 ,      52
         447 ,2023-06-06 ,       26 ,        24 ,      76
         448 ,2023-10-30 ,        0 ,       532 ,      77
         449 ,2021-11-03 ,        0 ,       877 ,      21
         450 ,2023-11-23 ,       28 ,       187 ,      51
         451 ,2021-09-26 ,       86 ,       786 ,      86
         452 ,2024-02-28 ,       71 ,       448 ,      56
         453 ,2023-12-18 ,        4 ,       794 ,       8
         454 ,2023-12-08 ,        0 ,       618 ,      42
         455 ,2022-02-16 ,       74 ,       158 ,      88
         456 ,2020-09-22 ,       72 ,       676 ,      11
         457 ,2023-12-24 ,       17 ,        71 ,      13
         458 ,2022-10-02 ,       32 ,       513 ,      42
         459 ,2022-12-12 ,        0 ,       412 ,      74
         460 ,2022-12-21 ,        0 ,        65 ,      82
         461 ,2023-09-15 ,       56 ,       874 ,      32
         462 ,2024-08-26 ,        0 ,       242 ,      87
         463 ,2023-10-14 ,       77 ,       515 ,       8
         464 ,2021-04-21 ,        0 ,       558 ,      49
         465 ,2024-09-01 ,       21 ,       941 ,      12
         466 ,2023-01-18 ,       21 ,       742 ,      32
         467 ,2023-09-03 ,       65 ,       373 ,      36
         468 ,2024-08-20 ,       12 ,       869 ,      96
         469 ,2020-05-08 ,       76 ,       240 ,      47
         470 ,2020-07-29 ,       52 ,       886 ,      91
         471 ,2022-07-02 ,        0 ,       760 ,      40
         472 ,2022-09-28 ,       82 ,       872 ,      68
         473 ,2023-09-30 ,       19 ,       483 ,      39
         474 ,2024-09-22 ,       68 ,       541 ,      34
         475 ,2022-01-01 ,       38 ,       626 ,      59
         476 ,2021-09-07 ,       54 ,       943 ,      44
         477 ,2020-10-13 ,        0 ,       453 ,      56
         478 ,2023-01-03 ,       68 ,       138 ,      70
         479 ,2023-02-10 ,       52 ,        19 ,       4
         480 ,2023-07-18 ,        0 ,       674 ,      20
         481 ,2021-01-21 ,       89 ,       888 ,      24
         482 ,2023-09-24 ,       40 ,       361 ,      64
         483 ,2024-04-22 ,       99 ,       120 ,      72
         484 ,2024-03-11 ,       19 ,       316 ,      46
         485 ,2022-02-20 ,       80 ,       187 ,      72
         486 ,2021-03-14 ,       80 ,       152 ,      62
         487 ,2024-08-26 ,       56 ,       741 ,      87
         488 ,2020-04-29 ,       13 ,       334 ,      91
         489 ,2023-12-27 ,       49 ,       190 ,      98
         490 ,2020-10-18 ,        9 ,       438 ,      51
         491 ,2023-08-09 ,       95 ,       506 ,      19
         492 ,2022-01-05 ,        0 ,        67 ,      83
         493 ,2024-04-22 ,       16 ,       799 ,      76
         494 ,2022-01-20 ,        6 ,       258 ,      99
         495 ,2022-08-29 ,        0 ,       360 ,       2
         496 ,2021-12-28 ,       83 ,       973 ,      27
         497 ,2022-12-28 ,       58 ,       131 ,      74
         498 ,2023-03-21 ,       54 ,       118 ,      84
         499 ,2021-12-16 ,        0 ,       855 ,      80
         500 ,2023-05-25 ,        0 ,       714 ,      96
         501 ,2022-11-19 ,        0 ,       979 ,      71
         502 ,2021-03-06 ,        0 ,       897 ,      82
         503 ,2023-11-03 ,       99 ,        79 ,      45
         504 ,2021-12-10 ,        4 ,       792 ,      63
         505 ,2020-02-22 ,       76 ,        66 ,      46
         506 ,2021-12-07 ,       14 ,       312 ,      12
         507 ,2021-10-20 ,       74 ,       722 ,      76
         508 ,2022-04-18 ,       63 ,       738 ,      72
         509 ,2022-07-06 ,       39 ,       641 ,      55
         510 ,2020-01-01 ,       93 ,       485 ,      87
         511 ,2023-06-15 ,       92 ,       342 ,      57
         512 ,2020-01-01 ,       50 ,       364 ,      32
         513 ,2023-11-19 ,       73 ,       576 ,      77
         514 ,2023-09-25 ,        0 ,       881 ,      45
         515 ,2024-05-01 ,       37 ,       242 ,       9
