EngagementID,TimeStart,TimeEnd,TimeSpent,IsCompleted,EmployeeID,ModuleID,CourseID
149,2020-09-14 06:57:57,2020-09-14 08:21:57,84,True,874,30_4,30
150,2021-01-17 13:33:54,2021-01-17 15:14:54,101,True,675,30_5,30
151,2022-02-21 07:08:32,2022-02-21 07:30:32,22,True,26,31_1,31
152,2022-01-11 08:38:43,2022-01-11 09:24:43,46,True,848,31_2,31
153,2020-10-29 17:24:08,2020-10-29 19:18:08,114,True,907,31_3,31
154,2021-07-24 08:53:58,2021-07-24 10:52:58,119,True,421,31_4,31
155,2024-04-07 17:54:52,2024-04-07 19:33:52,99,True,619,31_5,31
156,2022-03-31 07:47:54,2022-03-31 08:13:54,26,True,312,32_1,32
157,2022-08-27 00:24:37,2022-08-27 01:49:37,85,True,641,32_2,32
158,2021-04-09 16:56:51,2021-04-09 18:04:51,68,True,773,32_3,32
159,2023-03-23 04:22:05,2023-03-23 04:53:05,31,True,165,32_4,32
160,2022-05-23 09:32:12,2022-05-23 10:51:12,79,True,760,32_5,32
161,2023-05-20 14:53:53,,0,False,640,33_1,33
162,2024-09-30 12:25:08,2024-09-30 13:25:08,60,True,559,33_2,33
163,2021-07-19 22:59:02,2021-07-20 00:44:02,105,True,11,33_3,33
164,2023-11-16 18:39:55,,0,False,121,33_4,33
165,2022-04-16 22:52:55,2022-04-17 00:31:55,99,True,466,33_5,33
166,2022-06-30 06:07:38,2022-06-30 06:23:38,16,True,298,34_1,34
167,2020-12-31 18:39:12,2020-12-31 20:35:12,116,True,933,34_2,34
168,2022-07-28 07:39:17,2022-07-28 07:56:17,17,True,876,34_3,34
169,2021-03-03 22:28:00,2021-03-03 22:46:00,18,True,537,34_4,34
170,2024-04-04 22:28:00,2024-04-04 22:49:00,21,True,167,34_5,34
171,2020-12-07 13:11:31,2020-12-07 14:09:31,58,True,605,35_1,35
172,2021-09-19 20:07:55,2021-09-19 20:42:55,35,True,928,35_2,35
173,2022-01-07 21:24:27,2022-01-07 23:20:27,116,True,358,35_3,35
174,2020-12-27 22:11:45,,0,False,59,35_4,35
175,2022-02-14 12:47:22,2022-02-14 14:47:22,120,True,988,35_5,35
176,2020-04-17 23:56:07,2020-04-18 01:55:07,119,True,475,36_1,36
177,2022-03-31 16:14:37,2022-03-31 17:09:37,55,True,860,36_2,36
178,2022-02-11 10:55:49,,0,False,150,36_3,36
179,2023-11-20 22:45:44,2023-11-20 23:02:44,17,True,183,36_4,36
180,2023-12-15 22:19:21,,0,False,890,36_5,36
181,2020-12-26 12:11:19,2020-12-26 13:28:19,77,True,195,37_1,37
182,2023-04-05 23:32:22,2023-04-06 00:19:22,47,True,714,37_2,37
183,2022-12-24 16:58:24,2022-12-24 18:29:24,91,True,717,37_3,37
184,2022-03-28 07:23:42,2022-03-28 08:37:42,74,True,974,37_4,37
185,2022-04-29 17:14:34,2022-04-29 18:37:34,83,True,973,37_5,37
186,2020-04-27 06:39:05,,0,False,662,38_1,38
187,2023-08-16 02:47:15,2023-08-16 03:45:15,58,True,176,38_2,38
188,2021-10-26 08:28:32,,0,False,655,38_3,38
189,2022-08-03 15:19:02,,0,False,483,38_4,38
190,2024-06-28 01:11:32,2024-06-28 03:03:32,112,True,102,38_5,38
191,2021-07-08 07:22:34,2021-07-08 08:50:34,88,True,755,39_1,39
192,2023-07-16 23:41:14,2023-07-17 01:38:14,117,True,561,39_2,39
193,2020-07-24 17:10:25,2020-07-24 18:09:25,59,True,844,39_3,39
194,2022-06-08 14:12:11,2022-06-08 14:24:11,12,True,620,39_4,39
195,2023-03-24 05:02:30,,0,False,769,39_5,39
196,2021-12-03 14:38:09,2021-12-03 15:02:09,24,True,778,40_1,40
197,2021-09-01 22:25:51,,0,False,469,40_2,40
198,2023-08-21 08:21:22,2023-08-21 09:36:22,75,True,325,40_3,40
199,2020-12-31 08:06:48,2020-12-31 09:47:48,101,True,964,40_4,40
200,2023-12-29 20:22:01,2023-12-29 22:14:01,112,True,6,40_5,40
201,2023-03-22 22:24:44,2023-03-22 22:43:44,19,True,41,41_1,41
202,2023-02-23 07:51:21,2023-02-23 09:39:21,108,True,299,41_2,41
203,2023-04-21 22:17:24,2023-04-21 23:05:24,48,True,331,41_3,41
204,2022-02-15 12:38:17,,0,False,62,41_4,41
205,2022-06-25 18:37:26,2022-06-25 18:58:26,21,True,707,41_5,41
206,2024-01-06 05:16:35,2024-01-06 07:05:35,109,True,525,42_1,42
207,2023-11-16 11:37:30,2023-11-16 12:43:30,66,True,697,42_2,42
208,2021-03-20 21:50:18,2021-03-20 23:41:18,111,True,539,42_3,42
209,2024-03-20 14:34:12,,0,False,952,42_4,42
210,2022-08-10 20:13:04,2022-08-10 21:06:04,53,True,990,42_5,42
211,2021-12-05 06:44:49,2021-12-05 08:01:49,77,True,165,43_1,43
212,2023-04-02 20:56:02,2023-04-02 22:46:02,110,True,946,43_2,43
213,2024-08-26 16:00:55,2024-08-26 16:11:55,11,True,857,43_3,43
214,2023-08-30 12:31:29,2023-08-30 13:06:29,35,True,228,43_4,43
215,2021-09-14 11:57:09,,0,False,421,43_5,43
216,2023-07-15 08:25:31,,0,False,58,44_1,44
217,2023-06-01 16:13:33,,0,False,59,44_2,44
218,2022-03-28 07:52:10,2022-03-28 08:15:10,23,True,927,44_3,44
219,2020-12-06 13:38:04,2020-12-06 14:49:04,71,True,508,44_4,44
220,2021-12-30 19:04:58,,0,False,482,44_5,44
221,2022-08-23 20:35:26,2022-08-23 22:09:26,94,True,13,45_1,45
222,2020-10-31 22:17:10,2020-10-31 23:00:10,43,True,142,45_2,45
223,2020-01-26 19:33:03,2020-01-26 20:44:03,71,True,865,45_3,45
224,2024-06-16 08:34:19,2024-06-16 09:53:19,79,True,509,45_4,45
225,2021-08-25 17:51:52,2021-08-25 18:27:52,36,True,334,45_5,45
226,2020-11-16 17:56:30,,0,False,93,46_1,46
227,2022-07-08 22:49:21,,0,False,660,46_2,46
228,2022-07-03 14:57:40,2022-07-03 16:38:40,101,True,327,46_3,46
229,2022-11-26 17:46:11,2022-11-26 19:15:11,89,True,589,46_4,46
230,2022-01-15 13:37:26,,0,False,981,46_5,46
231,2024-07-17 13:59:27,2024-07-17 14:48:27,49,True,573,47_1,47
232,2020-05-19 08:22:33,,0,False,448,47_2,47
233,2021-07-19 13:44:58,2021-07-19 15:23:58,99,True,738,47_3,47
234,2020-06-17 06:16:58,2020-06-17 07:29:58,73,True,27,47_4,47
235,2020-10-07 01:57:59,2020-10-07 03:09:59,72,True,591,47_5,47
236,2022-10-14 10:23:00,2022-10-14 11:21:00,58,True,742,48_1,48
237,2020-05-02 13:10:57,2020-05-02 14:55:57,105,True,226,48_2,48
238,2022-06-17 23:04:11,2022-06-17 23:35:11,31,True,737,48_3,48
239,2022-02-08 14:36:34,2022-02-08 15:43:34,67,True,567,48_4,48
240,2022-08-19 23:28:21,2022-08-20 00:39:21,71,True,635,48_5,48
241,2024-05-16 08:25:23,2024-05-16 10:01:23,96,True,479,49_1,49
242,2024-07-10 21:57:57,2024-07-10 22:11:57,14,True,221,49_2,49
243,2020-09-19 12:36:04,2020-09-19 13:14:04,38,True,787,49_3,49
244,2020-07-09 15:58:35,2020-07-09 16:17:35,19,True,561,49_4,49
245,2024-02-28 18:55:09,2024-02-28 19:06:09,11,True,946,49_5,49
246,2023-08-11 00:56:28,2023-08-11 02:09:28,73,True,974,50_1,50
247,2023-10-09 02:41:51,2023-10-09 04:17:51,96,True,413,50_2,50
248,2021-01-30 08:02:46,,0,False,695,50_3,50
249,2022-10-05 19:59:25,2022-10-05 21:45:25,106,True,649,50_4,50
250,2020-12-13 06:20:37,,0,False,585,50_5,50
251,2023-11-07 20:48:57,2023-11-07 22:13:57,85,True,923,51_1,51
252,2024-08-02 11:45:33,2024-08-02 13:23:33,98,True,668,51_2,51
253,2024-07-07 04:05:23,2024-07-07 05:01:23,56,True,978,51_3,51
254,2020-03-24 19:59:15,2020-03-24 20:04:15,5,True,431,51_4,51
255,2023-07-20 23:24:21,2023-07-21 01:23:21,119,True,218,51_5,51
256,2024-07-22 11:01:00,2024-07-22 11:15:00,14,True,936,52_1,52
257,2023-10-13 04:40:08,,0,False,982,52_2,52
258,2021-03-05 16:10:59,2021-03-05 18:00:59,110,True,25,52_3,52
259,2023-02-14 21:25:34,,0,False,694,52_4,52
260,2022-09-09 01:11:40,,0,False,688,52_5,52
261,2023-10-21 02:37:05,,0,False,799,53_1,53
262,2022-05-19 02:49:47,2022-05-19 03:17:47,28,True,470,53_2,53
263,2024-01-15 22:14:53,,0,False,367,53_3,53
264,2024-04-16 15:40:54,2024-04-16 16:33:54,53,True,182,53_4,53
265,2022-11-18 01:26:55,2022-11-18 02:07:55,41,True,1,53_5,53
266,2021-03-02 15:17:00,2021-03-02 16:38:00,81,True,963,54_1,54
267,2021-08-16 21:09:24,2021-08-16 22:21:24,72,True,423,54_2,54
268,2021-04-08 16:07:09,2021-04-08 16:27:09,20,True,913,54_3,54
269,2023-12-14 03:53:46,2023-12-14 05:23:46,90,True,608,54_4,54
270,2021-10-14 11:34:19,2021-10-14 12:43:19,69,True,467,54_5,54
271,2022-06-17 13:05:21,2022-06-17 14:20:21,75,True,85,55_1,55
272,2022-10-14 14:32:02,,0,False,229,55_2,55
273,2024-05-10 23:34:02,2024-05-11 01:34:02,120,True,71,55_3,55
274,2024-07-28 08:22:43,2024-07-28 09:50:43,88,True,495,55_4,55
275,2020-01-09 11:17:05,2020-01-09 11:45:05,28,True,920,55_5,55
276,2023-01-07 02:12:25,2023-01-07 02:48:25,36,True,558,56_1,56
277,2023-04-13 07:11:35,2023-04-13 07:45:35,34,True,124,56_2,56
278,2022-08-16 19:10:51,,0,False,881,56_3,56
279,2021-04-24 14:25:19,2021-04-24 14:50:19,25,True,315,56_4,56
280,2023-06-25 07:55:29,2023-06-25 09:36:29,101,True,25,56_5,56
281,2022-03-25 10:44:58,2022-03-25 12:16:58,92,True,58,57_1,57
282,2021-02-11 11:54:37,2021-02-11 13:13:37,79,True,222,57_2,57
283,2024-03-02 06:31:15,,0,False,459,57_3,57
284,2023-07-04 07:02:17,2023-07-04 07:10:17,8,True,739,57_4,57
285,2020-07-27 06:20:10,2020-07-27 07:24:10,64,True,816,57_5,57
286,2020-01-06 10:25:14,2020-01-06 12:19:14,114,True,521,58_1,58
287,2021-05-31 02:07:46,2021-05-31 03:21:46,74,True,73,58_2,58
288,2021-01-28 20:00:37,2021-01-28 21:33:37,93,True,175,58_3,58
289,2021-12-09 12:42:12,2021-12-09 13:11:12,29,True,888,58_4,58
290,2022-03-09 11:36:56,2022-03-09 12:56:56,80,True,146,58_5,58
291,2020-08-01 03:49:39,2020-08-01 04:34:39,45,True,716,59_1,59
292,2023-02-03 02:45:03,,0,False,728,59_2,59
293,2024-07-31 11:18:36,,0,False,736,59_3,59
294,2023-06-16 22:50:09,2023-06-16 23:01:09,11,True,319,59_4,59
295,2023-06-23 16:14:34,2023-06-23 18:06:34,112,True,838,59_5,59
296,2020-11-26 06:37:47,2020-11-26 07:00:47,23,True,371,60_1,60
297,2020-10-31 23:31:03,2020-11-01 01:21:03,110,True,390,60_2,60
298,2020-10-01 13:44:50,2020-10-01 13:49:50,5,True,471,60_3,60
299,2022-08-15 22:00:22,2022-08-15 22:19:22,19,True,125,60_4,60
300,2022-01-02 22:20:14,2022-01-02 22:37:14,17,True,767,60_5,60
301,2023-05-22 21:06:34,2023-05-22 21:39:34,33,True,378,61_1,61
302,2022-01-15 04:59:03,2022-01-15 06:48:03,109,True,578,61_2,61
303,2020-12-24 18:18:00,2020-12-24 18:40:00,22,True,496,61_3,61
304,2021-08-25 12:13:18,2021-08-25 13:52:18,99,True,770,61_4,61
305,2023-08-09 22:51:09,2023-08-10 00:21:09,90,True,757,61_5,61
306,2024-07-10 20:22:47,2024-07-10 21:55:47,93,True,982,62_1,62
307,2024-09-06 10:09:41,,0,False,392,62_2,62
308,2022-10-03 14:47:32,2022-10-03 14:54:32,7,True,333,62_3,62
309,2023-08-18 13:40:38,,0,False,719,62_4,62
310,2021-03-16 22:15:03,2021-03-16 22:31:03,16,True,392,62_5,62
311,2024-07-20 03:54:31,2024-07-20 04:03:31,9,True,505,63_1,63
312,2020-02-20 04:56:52,2020-02-20 06:07:52,71,True,212,63_2,63
313,2020-06-17 20:59:03,2020-06-17 22:18:03,79,True,164,63_3,63
314,2020-10-02 10:06:15,2020-10-02 11:41:15,95,True,227,63_4,63
315,2022-05-31 22:27:55,,0,False,570,63_5,63
316,2021-09-01 02:35:28,,0,False,148,64_1,64
317,2022-06-06 12:09:20,2022-06-06 12:52:20,43,True,847,64_2,64
318,2022-12-23 07:09:58,2022-12-23 08:06:58,57,True,360,64_3,64
319,2021-10-15 09:51:38,2021-10-15 10:58:38,67,True,304,64_4,64
320,2022-02-09 22:25:37,,0,False,568,64_5,64
321,2023-11-18 09:51:15,,0,False,534,65_1,65
322,2023-01-20 11:04:19,2023-01-20 11:29:19,25,True,666,65_2,65
323,2024-10-02 06:47:22,,0,False,544,65_3,65
324,2022-08-23 11:00:00,2022-08-23 12:36:00,96,True,110,65_4,65
325,2022-09-10 13:39:50,2022-09-10 14:34:50,55,True,951,65_5,65
326,2022-04-15 08:25:39,2022-04-15 09:17:39,52,True,482,66_1,66
327,2023-06-14 16:03:41,,0,False,956,66_2,66
328,2020-07-01 08:43:24,2020-07-01 10:07:24,84,True,953,66_3,66
329,2022-12-20 01:00:08,2022-12-20 01:57:08,57,True,13,66_4,66
330,2020-11-22 07:55:36,2020-11-22 08:53:36,58,True,816,66_5,66
331,2023-06-08 07:05:54,,0,False,917,67_1,67
332,2021-09-26 18:32:12,2021-09-26 18:43:12,11,True,687,67_2,67
333,2021-05-30 17:45:04,2021-05-30 19:31:04,106,True,858,67_3,67
334,2024-05-13 13:48:30,2024-05-13 14:25:30,37,True,621,67_4,67
335,2024-04-27 16:55:53,2024-04-27 17:08:53,13,True,419,67_5,67
336,2023-11-25 17:48:23,2023-11-25 18:35:23,47,True,195,68_1,68
337,2023-10-15 19:09:42,2023-10-15 20:37:42,88,True,670,68_2,68
338,2021-03-10 09:22:12,,0,False,28,68_3,68
339,2020-01-18 04:58:34,2020-01-18 05:42:34,44,True,26,68_4,68
340,2022-04-14 02:29:22,2022-04-14 03:25:22,56,True,362,68_5,68
341,2020-05-21 20:52:06,,0,False,608,69_1,69
342,2022-10-01 05:20:13,2022-10-01 05:45:13,25,True,679,69_2,69
343,2023-11-25 03:02:19,,0,False,795,69_3,69
344,2021-12-12 02:12:35,2021-12-12 03:11:35,59,True,284,69_4,69
345,2023-10-15 09:33:22,2023-10-15 11:30:22,117,True,207,69_5,69
346,2021-08-04 07:17:03,2021-08-04 08:06:03,49,True,873,70_1,70
347,2024-02-04 05:53:22,,0,False,834,70_2,70
348,2023-01-22 08:55:13,,0,False,678,70_3,70
349,2024-08-10 05:41:48,2024-08-10 07:30:48,109,True,175,70_4,70
350,2021-12-10 00:43:52,2021-12-10 01:32:52,49,True,460,70_5,70
351,2020-07-05 19:53:31,2020-07-05 20:37:31,44,True,163,71_1,71
352,2022-04-11 23:33:37,2022-04-12 01:03:37,90,True,858,71_2,71
353,2022-02-25 00:39:51,2022-02-25 01:20:51,41,True,860,71_3,71
354,2020-11-11 00:55:03,,0,False,206,71_4,71
355,2021-04-11 08:54:45,2021-04-11 10:27:45,93,True,953,71_5,71
356,2020-09-28 02:53:52,2020-09-28 03:29:52,36,True,223,72_1,72
357,2022-10-07 06:30:39,,0,False,269,72_2,72
358,2023-01-13 13:27:17,2023-01-13 14:06:17,39,True,980,72_3,72
359,2024-05-07 04:21:01,,0,False,303,72_4,72
360,2021-01-18 19:03:08,,0,False,602,72_5,72
361,2024-06-21 21:10:49,2024-06-21 23:09:49,119,True,452,73_1,73
362,2021-03-02 22:21:01,2021-03-02 23:38:01,77,True,726,73_2,73
363,2024-02-17 19:00:39,2024-02-17 20:30:39,90,True,936,73_3,73
364,2024-06-14 07:45:39,,0,False,650,73_4,73
365,2022-06-30 13:00:08,,0,False,357,73_5,73
366,2024-09-03 23:49:33,,0,False,185,74_1,74
367,2022-06-29 20:16:58,,0,False,254,74_2,74
368,2022-01-17 10:33:48,2022-01-17 10:44:48,11,True,512,74_3,74
369,2021-01-02 06:15:33,2021-01-02 07:17:33,62,True,381,74_4,74
370,2020-01-10 18:08:34,2020-01-10 18:51:34,43,True,820,74_5,74
371,2022-07-28 17:42:03,2022-07-28 19:20:03,98,True,791,75_1,75
372,2023-07-31 03:04:49,2023-07-31 03:49:49,45,True,173,75_2,75
373,2021-07-18 01:13:38,2021-07-18 01:59:38,46,True,748,75_3,75
374,2021-06-05 09:09:41,2021-06-05 10:19:41,70,True,834,75_4,75
375,2022-11-17 18:09:10,2022-11-17 19:15:10,66,True,984,75_5,75
376,2023-07-17 16:58:24,2023-07-17 17:35:24,37,True,413,76_1,76
